Ticker,Name,Opening Price,Closing Price,Week 0,Week 1
MLI,"Mueller Industries, Inc.",45.13,37.53,2011-07-29,2011-08-05
MLI,"Mueller Industries, Inc.",41.47,33.18,2017-03-10,2017-03-17
MODN,"Model N, Inc.",20.89,17.17,2013-08-16,2013-08-23
MODN,"Model N, Inc.",13.1,10.72,2016-08-12,2016-08-19
MODN,"Model N, Inc.",10.15,8.45,2016-11-11,2016-11-18
MPV,Barings Participation Investors,11.1,8.05,2008-10-10,2008-10-17
MPV,Barings Participation Investors,11.48,9.75,2008-11-21,2008-11-28
MRIN,Marin Software Incorporated,14.09,9.99,2013-05-10,2013-05-17
MSA,MSA Safety Incorporporated,39.59,32.96,2008-08-01,2008-08-08
MSA,MSA Safety Incorporporated,34.03,26,2008-10-10,2008-10-17
MSB,Mesabi Trust,30.3,25.75,2008-07-03,2008-07-10
MSB,Mesabi Trust,24.93,21.02,2008-09-26,2008-10-03
MSB,Mesabi Trust,55.76,46.88,2010-12-17,2010-12-24
MSGN,MSG Networks Inc.,70.58,19.34,2015-10-02,2015-10-09
MSL,MidSouth Bancorp,19.4,16.4,2008-09-26,2008-10-03
MSL,MidSouth Bancorp,15.9,12.85,2008-11-21,2008-11-28
MSL,MidSouth Bancorp,12.34,10.16,2011-08-19,2011-08-26
MSL,MidSouth Bancorp,12.39,10.52,2011-09-23,2011-09-30
MSL,MidSouth Bancorp,14.3,12.05,2017-06-09,2017-06-16
MSP,Madison Strategic Sector Premium Fund,11.66,8.11,2008-10-10,2008-10-17
MT,ArcelorMittal,99.44,83.8,2008-07-03,2008-07-10
MT,ArcelorMittal,39.17,29.17,2008-10-10,2008-10-17
MT,ArcelorMittal,39.91,33.8,2010-05-07,2010-05-14
MT,ArcelorMittal,31.59,25.52,2011-08-05,2011-08-12
MTL,Mechel PAO,170.88,49.19,2008-05-23,2008-05-30
MTL,Mechel PAO,39.67,26.2,2008-07-25,2008-08-01
MTL,Mechel PAO,26.51,22.19,2008-09-05,2008-09-12
MTL,Mechel PAO,20.55,17.16,2009-10-30,2009-11-06
MTL,Mechel PAO,23.34,19.79,2010-01-29,2010-02-05
MTL,Mechel PAO,25.95,21.12,2010-05-07,2010-05-14
MTL,Mechel PAO,21.15,17.45,2010-07-02,2010-07-09
MTL,Mechel PAO,25.48,20.97,2011-08-05,2011-08-12
MTL,Mechel PAO,15.09,11.11,2011-09-23,2011-09-30
MTL,Mechel PAO,12.49,10.23,2011-11-18,2011-11-25
MTN,"Vail Resorts, Inc.",50.29,42.56,2008-01-18,2008-01-25
MTN,"Vail Resorts, Inc.",36.02,30,2008-10-03,2008-10-10
MTN,"Vail Resorts, Inc.",33.4,24.68,2008-11-07,2008-11-14
MTR,Mesa Royalty Trust,70,54,2008-10-03,2008-10-10
MTR,Mesa Royalty Trust,52,40.2501,2008-11-21,2008-11-28
MTR,Mesa Royalty Trust,34.3,29,2009-02-13,2009-02-20
MTR,Mesa Royalty Trust,52.18,43.49,2010-05-21,2010-05-28
MTR,Mesa Royalty Trust,22.75,19.23,2015-03-20,2015-03-27
MTR,Mesa Royalty Trust,11.88,9.55,2015-08-21,2015-08-28
MTR,Mesa Royalty Trust,11.41,9.58,2015-10-02,2015-10-09
MTR,Mesa Royalty Trust,10.21,8.57,2016-05-13,2016-05-20
MTR,Mesa Royalty Trust,12.5,10.15,2016-10-28,2016-11-04
MTR,Mesa Royalty Trust,13.25,11.25,2017-02-24,2017-03-03
MUH,"Blackrock MuniHoldings Fund II, Inc.",10.54,7.6599,2008-10-10,2008-10-17
MUH,"Blackrock MuniHoldings Fund II, Inc.",10.17,8.6,2008-11-21,2008-11-28
MUR,Murphy Oil Corporation,67.49,54.32,2008-10-03,2008-10-10
MUR,Murphy Oil Corporation,65.1,55.2,2011-08-05,2011-08-12
MUR,Murphy Oil Corporation,35.77,30.34,2016-05-06,2016-05-13
NAO,Nordic American Offshore Ltd,17.58,14.68,2014-10-10,2014-10-17
NAT,Nordic American Tankers Limited,40.19,33.98,2008-08-22,2008-08-29
NAT,Nordic American Tankers Limited,33.89,25.79,2008-11-21,2008-11-28
NAT,Nordic American Tankers Limited,11.5,9.71,2013-04-05,2013-04-12
NAZ,Nuveen Arizona Quality Municipal Income Fund,11.63,9.2,2008-10-10,2008-10-17
NBL,Noble Energy Inc.,56.95,46.62,2008-10-03,2008-10-10
NBL,Noble Energy Inc.,50.49,41.42,2008-12-05,2008-12-12
NBL,Noble Energy Inc.,118.5,57.65,2013-05-31,2013-06-07
NC,"NACCO Industries, Inc.",95.65,81,2008-10-03,2008-10-10
NC,"NACCO Industries, Inc.",39.87,33.03,2009-01-16,2009-01-23
NC,"NACCO Industries, Inc.",31.61,25.13,2009-02-20,2009-02-27
NC,"NACCO Industries, Inc.",64.78,52.78,2009-11-20,2009-11-27
NC,"NACCO Industries, Inc.",101.35,85.05,2010-08-13,2010-08-20
NC,"NACCO Industries, Inc.",93.38,77.36,2011-08-05,2011-08-12
NC,"NACCO Industries, Inc.",84,71.2,2017-05-05,2017-05-12
NCR,NCR Corporation,20.12,15.81,2008-10-10,2008-10-17
NCR,NCR Corporation,16.03,13.33,2008-11-21,2008-11-28
NEWR,"New Relic, Inc.",28.1,23.24,2016-02-05,2016-02-12
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",15.6,11.05,2008-10-10,2008-10-17
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",12.41,10.11,2008-11-21,2008-11-28
NGG,"National Grid Transco, PLC",63.22,48.35,2008-10-10,2008-10-17
NHF,NexPoint credit Strategies Fund,11.4,9.47,2008-09-26,2008-10-03
NHF,NexPoint credit Strategies Fund,12.16,7.59,2015-04-02,2015-04-09
NI,"NiSource, Inc",14.69,11.55,2008-10-10,2008-10-17
NI,"NiSource, Inc",46.3,16.99,2015-07-02,2015-07-09
NL,"NL Industries, Inc.",11.99,10,2009-05-08,2009-05-15
NL,"NL Industries, Inc.",18.28,14.83,2011-08-05,2011-08-12
NL,"NL Industries, Inc.",12.45,10.48,2013-04-19,2013-04-26
NOK,Nokia Corporation,24.65,20.62,2008-09-05,2008-09-12
NOK,Nokia Corporation,15.9,12.59,2008-11-14,2008-11-21
NOK,Nokia Corporation,11.24,9.36,2011-02-11,2011-02-18
NRE,NorthStar Realty Europe Corp.,11.99,10.04,2015-11-13,2015-11-20
NRP,Natural Resource Partners LP,22.3,18.77,2008-11-14,2008-11-21
NRP,Natural Resource Partners LP,19.8,16.6,2014-01-10,2014-01-17
NRP,Natural Resource Partners LP,27.76,19.94,2016-08-12,2016-08-19
NS,Nustar Energy L.P.,41.41,30.89,2008-10-10,2008-10-17
NS,Nustar Energy L.P.,42.5,33.12,2008-11-21,2008-11-28
NS,Nustar Energy L.P.,37.82,31.59,2016-01-15,2016-01-22
NSC,Norfolk Souther Corporation,68.99,56.17,2008-10-03,2008-10-10
NSC,Norfolk Souther Corporation,45.6,37.81,2009-01-16,2009-01-23
NUE,Nucor Corporation,75.5,62.54,2008-07-03,2008-07-10
NUE,Nucor Corporation,42.99,34.75,2008-10-03,2008-10-10
NUE,Nucor Corporation,40.55,33.65,2009-02-27,2009-03-06
NUM,Nuveen Michigan Quality Municipal Income Fund,10.65,8.23,2008-10-10,2008-10-17
NUS,"Nu Skin Enterprises, Inc.",45.5,34.51,2012-12-21,2012-12-28
NUS,"Nu Skin Enterprises, Inc.",138.15,79.47,2014-01-17,2014-01-24
NUS,"Nu Skin Enterprises, Inc.",59.45,48.01,2014-08-08,2014-08-15
NUS,"Nu Skin Enterprises, Inc.",53,40.5,2014-11-07,2014-11-14
NUS,"Nu Skin Enterprises, Inc.",44.32,36.64,2015-10-09,2015-10-16
NVRO,Nevro Corp.,90.67,74.06,2017-05-12,2017-05-19
NVS,Novartis AG,52.57,43.85,2008-10-10,2008-10-17
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,13.6,10.8,2008-10-10,2008-10-17
NZF,Nuveen Municipal Credit Income Fund,12.25,7.55,2008-10-10,2008-10-17
OAS,Oasis Petroleum Inc.,30.25,23.99,2011-08-05,2011-08-12
OAS,Oasis Petroleum Inc.,27.34,22.84,2011-09-23,2011-09-30
OAS,Oasis Petroleum Inc.,39.75,33.42,2014-10-10,2014-10-17
OAS,Oasis Petroleum Inc.,27.4,18.38,2014-11-28,2014-12-05
OAS,Oasis Petroleum Inc.,10.98,9.3,2015-09-11,2015-09-18
OBE,Obsidian Energy Ltd.,19.81,14.77,2008-10-10,2008-10-17
OBE,Obsidian Energy Ltd.,15.5,12.83,2008-11-21,2008-11-28
OBE,Obsidian Energy Ltd.,11,8.69,2013-11-08,2013-11-15
OC,Owens Corning Inc,16.69,13.74,2008-11-14,2008-11-21
OC,Owens Corning Inc,13.27,8.34,2009-02-20,2009-02-27
OC,Owens Corning Inc,36,28.43,2011-08-05,2011-08-12
OC,Owens Corning Inc,26.25,22.23,2011-09-23,2011-09-30
OI,"Owens-Illinois, Inc.",36.92,29.04,2008-09-19,2008-09-26
OI,"Owens-Illinois, Inc.",24,20.16,2008-11-14,2008-11-21
OI,"Owens-Illinois, Inc.",13.77,10.13,2009-03-06,2009-03-13
OLN,Olin Corporation,20.13,16.93,2008-10-03,2008-10-10
OLN,Olin Corporation,16.75,13.5,2016-02-05,2016-02-12
OLN,Olin Corporation,25.48,20.64,2016-07-22,2016-07-29
OOMA,"Ooma, Inc.",12.15,8.7,2017-05-26,2017-06-02
ORAN,Orange,28.06,23.82,2008-10-24,2008-10-31
PAA,"Plains All American Pipeline, L.P.",36.6,28.61,2008-10-10,2008-10-17
PAA,"Plains All American Pipeline, L.P.",34.79,26.01,2008-11-21,2008-11-28
PAA,"Plains All American Pipeline, L.P.",88.11,46.3,2012-10-05,2012-10-12
PAGP,"Plains Group Holdings, L.P.",25.49,17.7,2015-08-07,2015-08-14
PAGP,"Plains Group Holdings, L.P.",15.5,12.82,2015-11-06,2015-11-13
PAH,Platform Specialty Products Corporation,16.73,14.03,2015-09-25,2015-10-02
PAH,Platform Specialty Products Corporation,12.35,9.43,2016-01-08,2016-01-15
PAY,"Verifone Systems, Inc.",20.47,16.02,2008-03-07,2008-03-14
PAY,"Verifone Systems, Inc.",14.86,12.13,2008-10-10,2008-10-17
PAY,"Verifone Systems, Inc.",42.3,35.18,2011-12-16,2011-12-23
PAY,"Verifone Systems, Inc.",32.63,18.92,2013-02-22,2013-03-01
PAY,"Verifone Systems, Inc.",23.34,17.09,2013-06-07,2013-06-14
PAY,"Verifone Systems, Inc.",27.25,19.66,2016-06-10,2016-06-17
PAYC,"Paycom Software, Inc.",51.64,42.98,2016-11-04,2016-11-11
PBR,Petroleo Brasileiro S.A.- Petrobras,112,94.37,2008-01-18,2008-01-25
PBR,Petroleo Brasileiro S.A.- Petrobras,124.99,64.6,2008-05-09,2008-05-16
PBR,Petroleo Brasileiro S.A.- Petrobras,43.87,36.72,2008-10-03,2008-10-10
PBR,Petroleo Brasileiro S.A.- Petrobras,34.51,29.07,2011-08-05,2011-08-12
PBR,Petroleo Brasileiro S.A.- Petrobras,19.84,16.38,2014-09-12,2014-09-19
PCG,Pacific Gas & Electric Co.,37.4,29.7,2008-10-10,2008-10-17
PCN,Pimco Corporate & Income Stategy Fund,11.24,9.01,2009-02-20,2009-02-27
PCQ,PIMCO California Municipal Income Fund,13.2,9.24,2008-10-10,2008-10-17
PEO,"Adams Natural Resources Fund, Inc.",25.16,18.76,2008-10-10,2008-10-17
PEO,"Adams Natural Resources Fund, Inc.",21.92,17.52,2008-11-21,2008-11-28
PKI,"PerkinElmer, Inc.",23.57,19.96,2008-10-10,2008-10-17
PKI,"PerkinElmer, Inc.",16.6,13.29,2008-12-12,2008-12-19
PKO,Pimco Income Opportunity Fund,18.8,15.966,2008-10-10,2008-10-17
PKO,Pimco Income Opportunity Fund,19.23,15.92,2008-11-14,2008-11-21
PKO,Pimco Income Opportunity Fund,15.49,13.1255,2009-03-06,2009-03-13
PLNT,"Planet Fitness, Inc.",24.76,20.01,2016-11-18,2016-11-25
PNR,Pentair plc.,38.5,32.17,2008-10-03,2008-10-10
POL,PolyOne Corporation,11.36,9.42,2010-05-07,2010-05-14
POL,PolyOne Corporation,15.79,13.22,2011-08-05,2011-08-12
PQ,"PetroQuest Energy, Inc.",27.22,23.11,2008-07-18,2008-07-25
PQ,"PetroQuest Energy, Inc.",15.35,11.96,2008-10-03,2008-10-10
PSA,Public Storage,77.09,64.46,2008-11-14,2008-11-21
PUK,Prudential Public Limited Company,16.14,12.65,2008-10-10,2008-10-17
PUK,Prudential Public Limited Company,10.89,9.11,2009-02-13,2009-02-20
PWR,"Quanta Services, Inc.",23.54,19.47,2008-01-18,2008-01-25
PWR,"Quanta Services, Inc.",27.39,20.96,2008-10-03,2008-10-10
PWR,"Quanta Services, Inc.",26.53,18.74,2015-10-16,2015-10-23
PX,"Praxair, Inc.",87.33,74.15,2008-09-26,2008-10-03
PZC,PIMCO California Municipal Income Fund III,10.21,7.0693,2008-10-10,2008-10-17
PZC,PIMCO California Municipal Income Fund III,10.91,9.21,2008-11-14,2008-11-21
RBA,Ritchie Bros. Auctioneers Incorporated,20.855,17.25,2008-10-24,2008-10-31
RBA,Ritchie Bros. Auctioneers Incorporated,19.04,15.05,2009-02-27,2009-03-06
RBA,Ritchie Bros. Auctioneers Incorporated,33,28.05,2016-08-12,2016-08-19
RBC,Regal Beloit Corporation,77.42,65.77,2013-05-03,2013-05-10
RCI,"Rogers Communication, Inc.",31.29,26.14,2008-10-10,2008-10-17
RCL,Royal Caribbean Cruises Ltd.,26.49,21.48,2008-09-26,2008-10-03
RCL,Royal Caribbean Cruises Ltd.,12.34,9.85,2009-01-16,2009-01-23
RCL,Royal Caribbean Cruises Ltd.,36.29,29.47,2010-05-07,2010-05-14
RCL,Royal Caribbean Cruises Ltd.,36.19,30.62,2011-07-29,2011-08-05
REG,Regency Centers Corporation,52.01,41.63,2008-10-17,2008-10-24
REG,Regency Centers Corporation,25.99,22.02,2009-03-06,2009-03-13
REG,Regency Centers Corporation,45.44,37.63,2011-08-05,2011-08-12
RELX,RELX PLC,39.54,31.64,2008-10-10,2008-10-17
RELX,RELX PLC,66.41,16.57,2015-07-02,2015-07-09
RESI,Altisource Residential Corporation,11.9,9.94,2016-01-15,2016-01-22
REX,REX American Resources Corporation,10.17,8.6,2008-10-10,2008-10-17
REX,REX American Resources Corporation,18.78,15.62,2010-07-02,2010-07-09
REX,REX American Resources Corporation,21.98,18.59,2013-04-05,2013-04-12
REX,REX American Resources Corporation,105.15,89.26,2014-09-12,2014-09-19
REX,REX American Resources Corporation,64.45,54.15,2015-07-24,2015-07-31
RF,Regions Financial Corporation,13.22,11.22,2008-06-20,2008-06-27
RF,Regions Financial Corporation,18.2,14,2008-09-26,2008-10-03
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",11.9,8.2,2008-10-10,2008-10-17
RGA,"Reinsurance Group of America, Incorporated",44.83,30.7,2008-10-10,2008-10-17
RGA,"Reinsurance Group of America, Incorporated",37.37,30.13,2008-11-21,2008-11-28
RGA,"Reinsurance Group of America, Incorporated",26.5,22.4,2009-03-06,2009-03-13
RHP,"Ryman Hospitality Properties, Inc.",30.38,25.48,2008-10-03,2008-10-10
RHP,"Ryman Hospitality Properties, Inc.",12.06,10.25,2008-12-26,2009-01-02
RHP,"Ryman Hospitality Properties, Inc.",11.62,8.93,2009-02-13,2009-02-20
RHP,"Ryman Hospitality Properties, Inc.",16.32,13.22,2009-05-15,2009-05-22
RHP,"Ryman Hospitality Properties, Inc.",32.05,25.73,2010-05-07,2010-05-14
RHP,"Ryman Hospitality Properties, Inc.",29.87,24.75,2011-08-05,2011-08-12
RHP,"Ryman Hospitality Properties, Inc.",38.82,31.61,2012-11-09,2012-11-16
RHT,"Red Hat, Inc.",12.94,10.49,2008-11-14,2008-11-21
RHT,"Red Hat, Inc.",37.73,31.87,2011-08-19,2011-08-26
RL,Ralph Lauren Corporation,70.64,57.99,2008-10-03,2008-10-10
RL,Ralph Lauren Corporation,166.44,138.87,2015-02-06,2015-02-13
RL,Ralph Lauren Corporation,111.2,87.25,2016-02-05,2016-02-12
RLI,RLI Corp.,60.91,51.66,2010-12-17,2010-12-24
RLI,RLI Corp.,92.59,45.26,2014-01-17,2014-01-24
RLI,RLI Corp.,68.26,57.53,2016-10-21,2016-10-28
RM,Regional Management Corp.,30.44,24.45,2014-03-14,2014-03-21
RM,Regional Management Corp.,22.08,15.02,2014-05-02,2014-05-09
RM,Regional Management Corp.,17.24,11.66,2014-10-31,2014-11-07
RMT,"Royce Micro-Cap Trust, Inc.",12.56,9.79,2014-12-12,2014-12-19
RNG,"Ringcentral, Inc.",21.49,17.91,2014-03-28,2014-04-04
RNG,"Ringcentral, Inc.",12.69,10.7,2014-10-10,2014-10-17
RNG,"Ringcentral, Inc.",19,15.92,2016-03-11,2016-03-18
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,12.25,6.3,2008-10-10,2008-10-17
ROK,"Rockwell Automation, Inc.",52.67,43.92,2008-06-27,2008-07-04
ROK,"Rockwell Automation, Inc.",32,25.71,2008-10-10,2008-10-17
ROK,"Rockwell Automation, Inc.",65.52,53.66,2011-08-19,2011-08-26
ROP,"Roper Technologies, Inc.",47.97,39.87,2008-10-10,2008-10-17
RPM,RPM International Inc.,24.46,20.56,2008-06-27,2008-07-04
RPM,RPM International Inc.,17.43,14.05,2008-10-10,2008-10-17
RQI,Cohen & Steers Quality Income Realty Fund Inc,11.01,5.38,2008-10-10,2008-10-17
RS,Reliance Steel & Aluminum Co.,41.77,30.75,2008-10-03,2008-10-10
RSPP,"RSP Permian, Inc.",28.76,21.76,2014-11-28,2014-12-05
RWT,"Redwood Trust, Inc.",32.09,26.7,2008-06-27,2008-07-04
RWT,"Redwood Trust, Inc.",23.61,18.45,2008-10-03,2008-10-10
RWT,"Redwood Trust, Inc.",16.07,11.83,2009-01-16,2009-01-23
RWT,"Redwood Trust, Inc.",13.72,11.6,2016-01-15,2016-01-22
RYI,Ryerson Holding Corporation,13.15,11.09,2014-10-10,2014-10-17
RYI,Ryerson Holding Corporation,12.11,9.68,2014-11-14,2014-11-21
RYI,Ryerson Holding Corporation,18.74,14.18,2016-07-22,2016-07-29
RYI,Ryerson Holding Corporation,11.07,9.06,2016-10-07,2016-10-14
RYI,Ryerson Holding Corporation,14.3,11.3,2017-01-13,2017-01-20
RYI,Ryerson Holding Corporation,13.7,10,2017-05-05,2017-05-12
S,Sprint Corporation,12.32,8.7,2008-01-18,2008-01-25
SAN,"Banco Santander, S.A.",12.5,9,2008-10-24,2008-10-31
SAN,"Banco Santander, S.A.",12.19,9.83,2010-05-07,2010-05-14
SB,"Safe Bulkers, Inc",16,12.75,2008-09-26,2008-10-03
SB,"Safe Bulkers, Inc",11.4,9.69,2014-03-14,2014-03-21
SCD,LMP Capital and Income Fund Inc.,10.18,6.9,2008-10-10,2008-10-17
SDR,SandRidge Mississippian Trust II,14.96,12.18,2013-10-25,2013-11-01
SEAS,"SeaWorld Entertainment, Inc.",27.33,18.66,2014-08-15,2014-08-22
SEE,Sealed Air Corporation,15.76,12.7,2008-11-21,2008-11-28
SEMG,Semgroup Corporation,70.78,54.8,2015-08-07,2015-08-14
SEMG,Semgroup Corporation,35.58,29.61,2015-12-04,2015-12-11
SEMG,Semgroup Corporation,25.43,19.75,2016-01-15,2016-01-22
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",20.57,16.36,2008-10-24,2008-10-31
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",42.33,29.96,2013-12-13,2013-12-20
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",42.94,35.14,2015-08-21,2015-08-28
SHLX,"Shell Midstream Partners, L.P.",35.07,29.28,2015-09-25,2015-10-02
SIX,Six Flags Entertainment Corporation New,73.86,38.42,2011-07-01,2011-07-08
SIX,Six Flags Entertainment Corporation New,71.75,35.16,2013-06-28,2013-07-05
SLCA,"U.S. Silica Holdings, Inc.",17.77,14.02,2012-05-11,2012-05-18
SLCA,"U.S. Silica Holdings, Inc.",28.5,21.7,2013-03-15,2013-03-22
SLCA,"U.S. Silica Holdings, Inc.",54.63,45.62,2014-10-10,2014-10-17
SLCA,"U.S. Silica Holdings, Inc.",44.79,31.42,2014-11-28,2014-12-05
SLCA,"U.S. Silica Holdings, Inc.",25,20.98,2015-08-21,2015-08-28
SLCA,"U.S. Silica Holdings, Inc.",18.35,15.36,2015-09-25,2015-10-02
SM,SM Energy Company,57.65,47.27,2008-07-18,2008-07-25
SM,SM Energy Company,36.06,30.37,2008-10-03,2008-10-10
SM,SM Energy Company,16.55,13.58,2009-02-27,2009-03-06
SM,SM Energy Company,78.15,63.36,2011-09-23,2011-09-30
SM,SM Energy Company,87.17,72.89,2014-02-21,2014-02-28
SM,SM Energy Company,73.46,60.98,2014-10-10,2014-10-17
SM,SM Energy Company,54.59,43.45,2014-11-28,2014-12-05
SM,SM Energy Company,19.54,16.19,2016-01-08,2016-01-15
SMLP,"Summit Midstream Partners, LP",41.2,33.21,2014-12-12,2014-12-19
SMLP,"Summit Midstream Partners, LP",29.94,24.21,2015-08-07,2015-08-14
SMLP,"Summit Midstream Partners, LP",22.32,16.76,2015-09-25,2015-10-02
SMLP,"Summit Midstream Partners, LP",15.8,12.61,2016-02-26,2016-03-04
SNV,Synovus Financial Corp.,23.61,10.89,2008-01-04,2008-01-11
SNV,Synovus Financial Corp.,10.5,8.49,2008-10-10,2008-10-17
SOR,"Source Capital, Inc.",43.5,31.94,2008-10-10,2008-10-17
SOR,"Source Capital, Inc.",36.6,29.42,2008-11-14,2008-11-21
SOR,"Source Capital, Inc.",68.21,35.49,2016-03-18,2016-03-25
SPE,Special Opportunities Fund Inc.,10.48,8.51,2008-10-10,2008-10-17
SPG,"Simon Property Group, Inc.",80.66,67.15,2008-10-17,2008-10-24
SPG,"Simon Property Group, Inc.",45.19,38.05,2009-02-13,2009-02-20
SPH,"Suburban Propane Partners, L.P.",31.9,22.64,2008-10-10,2008-10-17
SPH,"Suburban Propane Partners, L.P.",33,26.09,2008-11-21,2008-11-28
SRC,"Spirit Realty Capital, Inc.",18.39,9.6,2013-07-19,2013-07-26
SRE,Sempra Energy,49.03,38,2008-10-10,2008-10-17
SRF,Cushing Energy Income Fund (The),14.43,10.92,2014-12-05,2014-12-12
SRF,Cushing Energy Income Fund (The),11.83,10.05,2015-12-04,2015-12-11
SSI,"Stage Stores, Inc.",14.62,12.38,2008-01-04,2008-01-11
SSI,"Stage Stores, Inc.",16.67,13.61,2008-04-11,2008-04-18
SSI,"Stage Stores, Inc.",14.27,11.5,2008-10-03,2008-10-10
SSI,"Stage Stores, Inc.",16.42,13.18,2011-08-19,2011-08-26
SSI,"Stage Stores, Inc.",22.12,18.76,2014-05-02,2014-05-09
SSI,"Stage Stores, Inc.",16.97,9.82,2015-08-21,2015-08-28
SSP,E.W. Scripps Company (The),41.9,2.93,2008-07-03,2008-07-10
SSP,E.W. Scripps Company (The),11.06,9.24,2010-05-07,2010-05-14
SSW,Seaspan Corporation,16.9,11.42,2008-10-10,2008-10-17
SSW,Seaspan Corporation,10.06,6.67,2009-05-01,2009-05-08
SSW,Seaspan Corporation,12.41,9.73,2016-11-04,2016-11-11
SSW,Seaspan Corporation,10.12,7.52,2017-02-03,2017-02-10
STI,"SunTrust Banks, Inc.",43.99,37.27,2008-06-20,2008-06-27
STI,"SunTrust Banks, Inc.",51.83,36.4,2008-10-10,2008-10-17
STI,"SunTrust Banks, Inc.",25.24,19.94,2009-01-16,2009-01-23
STI,"SunTrust Banks, Inc.",19.98,15.05,2009-05-15,2009-05-22
STN,Stantec Inc,23,16.21,2008-10-10,2008-10-17
STN,Stantec Inc,18.31,13.66,2008-11-21,2008-11-28
STN,Stantec Inc,19.18,16.1,2009-02-27,2009-03-06
STON,StoneMor Partners L.P.,13.77,9.8,2008-10-10,2008-10-17
STON,StoneMor Partners L.P.,12.94,9.02,2008-11-21,2008-11-28
STON,StoneMor Partners L.P.,14.35,11.04,2009-02-20,2009-02-27
STON,StoneMor Partners L.P.,28.79,24.34,2011-12-02,2011-12-09
STON,StoneMor Partners L.P.,25,13.74,2016-10-28,2016-11-04
SYT,Syngenta AG,44.03,35.53,2008-10-03,2008-10-10
TAP,Molson Coors Brewing  Company,44.3,37.6,2008-10-10,2008-10-17
TCF,TCF Financial Corporation,15.37,12.95,2008-06-13,2008-06-20
TCF,TCF Financial Corporation,15.39,12.79,2008-12-12,2008-12-19
TCF,TCF Financial Corporation,12.45,10.48,2009-01-16,2009-01-23
TCF,TCF Financial Corporation,11.89,9,2009-03-06,2009-03-13
TCO,"Taubman Centers, Inc.",48.58,41.11,2008-10-03,2008-10-10
TCO,"Taubman Centers, Inc.",32,26.75,2008-11-14,2008-11-21
TCO,"Taubman Centers, Inc.",18.4,14.56,2009-03-20,2009-03-27
TCO,"Taubman Centers, Inc.",26.56,22.29,2009-05-15,2009-05-22
TDC,Teradata Corporation,20.26,17.1,2008-10-03,2008-10-10
TDC,Teradata Corporation,14.6,12.01,2008-11-14,2008-11-21
TDC,Teradata Corporation,55.59,43.35,2011-08-19,2011-08-26
TDC,Teradata Corporation,52.25,42.64,2013-10-18,2013-10-25
TDC,Teradata Corporation,37.09,30,2015-08-07,2015-08-14
TDF,"Templeton Dragon Fund, Inc.",18.05,13.9,2008-10-10,2008-10-17
TDF,"Templeton Dragon Fund, Inc.",27.13,22.69,2014-12-12,2014-12-19
TDOC,"Teladoc, Inc.",28.05,20.82,2015-09-04,2015-09-11
TDOC,"Teladoc, Inc.",19.77,15.61,2015-11-06,2015-11-13
TDOC,"Teladoc, Inc.",14.64,12.21,2016-03-04,2016-03-11
TECK,Teck Resources Ltd,30.7,21.34,2008-10-03,2008-10-10
TECK,Teck Resources Ltd,50.98,42.46,2011-08-05,2011-08-12
TECK,Teck Resources Ltd,38.75,29.95,2011-09-23,2011-09-30
TECK,Teck Resources Ltd,14.4,11.07,2014-12-12,2014-12-19
TECK,Teck Resources Ltd,12.47,10.46,2016-05-06,2016-05-13
TECK,Teck Resources Ltd,25.38,21.34,2017-02-17,2017-02-24
TECK,Teck Resources Ltd,17.89,14.94,2017-06-16,2017-06-23
TEL,TE Connectivity Ltd.,24.99,20.37,2008-10-10,2008-10-17
TEL,TE Connectivity Ltd.,17.95,14.5,2008-11-14,2008-11-21
TEL,TE Connectivity Ltd.,13.33,11.01,2009-02-20,2009-02-27
TEX,Terex Corporation,61.41,51.33,2008-06-27,2008-07-04
TEX,Terex Corporation,50.54,38.31,2008-09-05,2008-09-12
TEX,Terex Corporation,14.28,9.67,2009-02-13,2009-02-20
TEX,Terex Corporation,17.44,14.43,2009-05-15,2009-05-22
TEX,Terex Corporation,26.81,22.55,2010-05-07,2010-05-14
TEX,Terex Corporation,22.65,18.39,2011-08-05,2011-08-12
TEX,Terex Corporation,13.21,10.92,2011-09-23,2011-09-30
TEX,Terex Corporation,15.67,12.81,2011-12-16,2011-12-23
TEX,Terex Corporation,20.65,16.28,2012-05-18,2012-05-25
TGI,"Triumph Group, Inc.",48.7,40.65,2008-10-03,2008-10-10
TGI,"Triumph Group, Inc.",101.64,50.49,2011-07-15,2011-07-22
TGI,"Triumph Group, Inc.",31.55,25.5,2016-01-29,2016-02-05
TGI,"Triumph Group, Inc.",39.11,30.83,2016-07-29,2016-08-05
TGI,"Triumph Group, Inc.",24.6,19.8,2017-05-12,2017-05-19
TGI,"Triumph Group, Inc.",33.55,26.2,2017-07-28,2017-08-04
TGNA,TEGNA Inc.,20.86,17.67,2008-08-22,2008-08-29
TGNA,TEGNA Inc.,13.62,10.79,2008-10-17,2008-10-24
