Ticker,Opening Price,Closing Price,Date
GBX,30.42,25.72,2007-10-19
GBX,26.7,22.2,2007-04-05
GBX,31.5,27.53,2007-03-02
GBX,35.48,28.36,2006-12-22
GBX,26.94,24.05,2006-08-11
GBX,33.85,29.92,2006-06-09
GBX,40.7,34.91,2006-05-19
GBX,45.65,40.7,2006-05-12
GBX,30.9,27.74,2005-10-21
GBX,35.45,31.3,2005-04-15
GBX,31.65,28.45,2005-01-21
GBX,12.9,11.28,2003-06-20
GBX,5.3,4.6,2002-09-27
THR,20.5,17.84,2017-05-26
THR,20.7,18.58,2013-04-19
SSW,7.07,6.35,2017-11-03
SSW,7.25,6.4,2017-07-07
SSW,6.96,6.25,2017-03-24
SSW,8.07,7.0,2017-03-10
SSW,10.12,7.52,2017-02-03
SSW,12.41,9.73,2016-11-04
SSW,16.62,14.95,2016-05-27
SSW,23.78,21.26,2013-11-22
SSW,14.12,12.29,2011-08-05
SSW,16.59,14.55,2011-06-10
SSW,11.8,10.14,2010-05-07
SSW,13.56,11.71,2010-04-30
SSW,7.26,6.25,2009-08-07
SSW,10.06,6.67,2009-05-01
SSW,9.29,8.02,2009-03-06
SSW,10.25,9.05,2009-02-20
SSW,9.4,7.71,2008-12-19
SSW,8.01,6.18,2008-12-05
SSW,8.9,4.52,2008-11-21
SSW,10.34,8.27,2008-11-14
SSW,11.75,10.21,2008-11-07
SSW,13.5,10.7,2008-10-24
SSW,16.9,11.42,2008-10-10
SSW,20.0,17.01,2008-10-03
SSW,22.71,20.0,2008-09-26
SSW,30.5,27.3,2007-11-09
SSW,33.98,29.21,2007-08-17
BCE,29.56,19.79,2008-11-28
BCE,30.22,26.95,2008-11-21
BCE,31.48,27.8,2008-10-10
BCE,27.91,24.51,2006-11-03
BCE,17.25,15.15,2002-04-12
BCE,25.75,22.38,2000-05-19
BCE,118.0,25.56,2000-05-12
BCE,123.5,96.0,2000-04-14
NEM,36.82,31.59,2016-11-11
NEM,39.04,33.97,2016-10-07
NEM,19.96,17.8,2015-07-24
NEM,26.4,23.3,2015-03-06
NEM,21.85,18.76,2014-10-31
NEM,24.67,21.6,2014-01-31
NEM,42.71,38.14,2009-04-17
NEM,45.22,39.78,2009-01-30
NEM,27.41,24.23,2008-11-14
NEM,28.39,23.82,2008-10-24
NEM,36.28,29.23,2008-10-10
NEM,40.53,35.58,2008-10-03
NEM,53.13,45.97,2008-03-20
NEM,48.55,43.08,2004-01-16
NEM,26.5,22.21,2002-07-26
NEM,23.4,19.8,2001-11-16
NEM,21.0,18.61,2001-06-29
NEM,18.15,16.05,2001-03-16
NEM,16.88,14.75,2000-10-06
VEDL,13.41,11.88,2016-11-18
VEDL,7.53,6.7,2016-06-24
VEDL,5.0,4.1,2016-01-15
VEDL,5.41,4.65,2016-01-08
VEDL,5.5,4.79,2015-12-11
VEDL,6.52,5.57,2015-08-21
VEDL,7.98,6.67,2015-08-14
VEDL,8.97,8.05,2015-07-24
VEDL,10.34,9.21,2015-07-10
VEDL,14.98,13.3,2014-12-12
VEDL,7.98,7.06,2012-08-31
VEDL,9.34,8.34,2011-11-18
VEDL,10.93,9.82,2011-09-23
VEDL,12.1,10.87,2011-08-19
VEDL,14.73,12.72,2011-08-05
VEDL,15.5,13.48,2010-08-13
VEDL,15.38,13.75,2010-05-21
VEDL,18.11,15.29,2010-05-07
VEDL,14.17,12.3,2009-06-19
VEDL,5.7,4.44,2008-11-14
VEDL,6.09,4.9,2008-11-07
VEDL,5.52,4.01,2008-10-24
VEDL,6.33,5.32,2008-10-17
VEDL,7.24,5.75,2008-10-10
VEDL,9.18,7.64,2008-10-03
VEDL,13.62,11.0,2008-09-12
VEDL,15.61,13.92,2008-07-18
VEDL,21.62,19.44,2008-02-08
VEDL,26.0,22.4,2008-01-18
VEDL,25.5,22.3,2007-11-23
VEDL,23.8,20.02,2007-10-19
VEDL,15.61,13.63,2007-08-17
VEDL,18.21,16.04,2007-07-27
CNK,14.92,12.95,2010-07-02
CNK,8.48,7.3,2008-11-21
CNK,11.76,8.62,2008-10-24
CNK,13.12,11.59,2008-10-10
CNK,14.6,12.89,2008-03-28
CNK,14.7,13.17,2008-03-07
CNK,15.65,14.02,2008-02-08
CNK,15.75,13.65,2008-01-11
KMI,14.87,13.0,2016-01-15
KMI,23.82,16.82,2015-12-04
KMI,26.14,23.35,2015-11-13
KMI,27.19,23.82,2011-08-19
LTC,26.56,23.79,2011-08-05
LTC,19.31,17.0,2009-03-20
LTC,22.41,19.2,2009-02-13
LTC,18.89,16.2,2008-11-21
LTC,22.14,19.04,2008-11-14
LTC,23.1,20.18,2008-10-24
LTC,26.43,22.86,2008-10-17
LTC,21.96,19.74,2005-08-12
LTC,8.22,6.3,2002-10-18
LTC,7.7,6.6,2002-07-19
LTC,4.0,3.375,2000-12-01
LTC,3.563,3.188,2000-09-22
LTC,5.813,4.125,2000-08-25
LTC,7.125,5.813,2000-06-16
LTC,7.438,6.438,2000-02-11
SOI,13.54,11.83,2017-08-11
SOI,11.63,9.97,2017-06-09
AMG,155.11,134.23,2016-01-08
AMG,175.01,152.76,2015-12-11
AMG,187.08,167.53,2015-11-13
AMG,88.34,77.1,2011-08-19
AMG,106.23,90.24,2011-08-05
AMG,84.235,74.09,2010-05-07
AMG,67.94,60.22,2009-09-25
AMG,35.16,29.66,2009-03-06
AMG,40.67,35.98,2009-02-27
AMG,45.05,39.26,2009-01-16
AMG,29.5,18.99,2008-11-21
AMG,42.23,29.93,2008-11-14
AMG,54.84,37.82,2008-10-24
AMG,67.53,54.05,2008-10-17
AMG,75.85,64.96,2008-10-10
AMG,85.0,74.86,2008-10-03
AMG,102.32,90.61,2008-01-18
AMG,83.32,55.76,2004-04-02
AMG,45.12,40.55,2002-10-04
AMG,53.85,43.65,2002-07-19
AMG,60.33,53.83,2002-07-12
AMG,63.6,56.1,2001-09-21
AMG,57.5,49.38,2000-11-24
AMG,64.25,56.06,2000-11-10
AMG,36.5,32.69,2000-05-12
AMG,41.38,36.94,2000-04-14
AMG,47.5,41.38,2000-04-07
AGCO,49.2,43.97,2015-12-18
AGCO,54.31,48.84,2015-08-21
AGCO,43.28,38.56,2012-05-18
AGCO,42.49,37.61,2011-09-23
AGCO,40.65,35.14,2011-08-19
AGCO,48.48,39.74,2011-08-05
AGCO,34.83,30.3,2010-05-14
AGCO,19.5,16.95,2009-02-20
AGCO,26.42,20.47,2009-02-13
AGCO,25.27,20.96,2009-01-16
AGCO,24.05,20.2,2008-12-05
AGCO,31.36,28.06,2008-11-07
AGCO,31.08,24.02,2008-10-24
AGCO,37.53,30.63,2008-10-17
AGCO,45.06,35.62,2008-10-03
AGCO,61.56,53.95,2008-09-05
AGCO,69.35,59.18,2008-05-02
AGCO,64.37,57.81,2008-01-18
AGCO,43.8,38.82,2007-07-27
AGCO,16.86,14.92,2005-10-28
AGCO,20.16,17.47,2004-02-06
AGCO,20.32,16.93,2003-06-27
AGCO,22.0,18.51,2003-01-17
AGCO,17.4,15.46,2002-07-19
AGCO,20.16,17.46,2002-07-12
AGCO,10.3,8.55,2001-09-21
AGCO,9.75,8.07,2001-04-06
AGCO,10.75,9.48,2001-03-23
AGCO,12.12,10.0,2000-08-18
AGCO,12.19,10.69,2000-06-23
AGCO,11.38,10.19,2000-02-11
AGCO,12.81,11.44,2000-01-28
SAIC,74.12,61.06,2017-09-08
SAIC,85.15,74.4,2017-03-31
SAIC,48.82,42.35,2015-09-04
ASB,12.19,10.7,2011-08-12
ASB,14.56,13.06,2010-05-07
ASB,12.56,11.14,2009-11-13
ASB,11.27,10.02,2009-08-28
ASB,12.05,10.45,2009-07-17
ASB,13.37,11.73,2009-07-02
ASB,15.83,13.92,2009-05-22
ASB,18.04,15.66,2009-05-15
ASB,14.04,11.0,2009-03-06
ASB,16.45,14.58,2009-02-13
ASB,21.24,17.53,2009-01-09
ASB,22.02,19.61,2008-11-07
ASB,21.87,16.86,2008-10-10
ASB,23.8,20.95,2008-06-20
ASB,41.75,28.25,2004-05-14
EQR,62.45,55.66,2011-08-05
EQR,19.89,16.99,2009-03-20
EQR,20.72,17.6,2009-02-27
EQR,33.57,27.66,2008-11-14
EQR,41.49,32.51,2008-10-17
EQR,44.61,39.14,2008-10-03
EQR,40.08,34.62,2007-12-14
EQR,45.78,40.57,2007-07-27
EQR,55.47,27.8,2001-10-12
CTL,21.84,19.16,2017-08-18
CTL,27.2,23.05,2016-11-04
CTL,41.29,33.02,2013-02-15
CTL,37.61,33.72,2011-08-05
CTL,25.06,22.01,2008-11-21
CTL,37.11,30.28,2008-10-10
CTL,36.13,32.51,2008-06-13
CTL,40.67,35.96,2008-01-11
CTL,31.43,26.4,2004-01-30
CTL,28.35,24.86,2002-07-19
CTL,36.11,30.45,2001-02-02
CTL,32.25,24.5,2000-04-28
CTL,44.13,37.69,2000-01-28
ALSN,18.31,16.35,2012-07-13
FCF,6.37,5.64,2010-05-21
FCF,6.61,5.46,2010-05-07
FCF,7.33,6.55,2010-04-30
FCF,5.32,4.65,2009-11-06
FCF,5.61,4.96,2009-10-23
FCF,8.1,7.02,2009-05-22
FCF,9.56,7.95,2009-05-15
FCF,8.15,6.59,2009-03-06
FCF,13.63,11.88,2008-10-24
FCF,11.14,10.0,2008-06-06
FCF,10.6401,9.56,2008-01-04
FCF,11.86,10.64,2007-12-14
FCF,11.31,10.17,2007-11-02
FCF,14.7,13.18,2001-07-06
FCF,11.5,9.75,2000-05-05
FCF,10.06,8.62,2000-03-31
FCF,11.81,10.38,2000-01-28
FSB,39.45,34.8,2017-07-28
FSB,35.85,31.8,2016-10-21
SCHW,29.78,26.23,2014-10-10
SCHW,19.38,17.22,2010-05-07
SCHW,18.61,16.71,2008-12-12
SCHW,19.29,16.61,2008-11-14
SCHW,21.19,16.29,2008-10-24
SCHW,22.1,19.76,2008-02-08
SCHW,22.64,20.03,2007-07-20
SCHW,7.98,7.14,2003-03-07
SCHW,11.6,9.48,2003-01-24
SCHW,9.26,8.26,2002-08-02
SCHW,10.0,8.97,2002-07-26
SCHW,12.5,11.25,2002-06-14
SCHW,12.35,11.01,2002-04-26
SCHW,16.65,14.87,2002-01-18
SCHW,10.75,9.5,2001-09-21
SCHW,18.15,15.67,2001-06-15
SCHW,20.45,18.39,2001-06-01
SCHW,20.78,18.24,2001-03-09
SCHW,23.0,20.32,2001-02-23
SCHW,35.63,31.0,2000-10-06
SCHW,37.69,33.5,2000-06-02
SCHW,54.19,40.5,2000-04-14
SCHW,63.81,57.0,2000-03-31
WMLP,3.27,2.7,2017-08-18
WMLP,2.74,2.34,2017-07-28
WMLP,3.3,2.21,2017-06-30
WMLP,3.7,3.09,2017-05-19
WMLP,4.12,3.51,2017-05-12
WMLP,4.95,4.05,2017-05-05
WMLP,6.02,5.14,2016-11-25
WMLP,5.39,4.6,2016-06-17
WMLP,6.12,5.4386,2016-05-06
WMLP,4.37,3.25,2016-01-08
WMLP,5.21,4.0,2015-12-31
WMLP,3.84,2.83,2015-12-11
WMLP,5.0001,4.17,2015-11-27
WMLP,5.59,5.0,2015-11-20
WMLP,6.5,5.76,2015-11-13
WMLP,7.57,6.5405,2015-07-31
WMLP,14.16,12.7116,2015-01-09
WMLP,1.1,0.99,2014-12-19
WMLP,1.013,0.85,2014-06-27
WMLP,1.164,1.04,2014-05-23
WMLP,1.37,1.1499,2013-12-13
WMLP,1.3592,1.2101,2013-11-22
WMLP,1.54,1.3601,2013-11-08
WMLP,2.66,2.33,2013-08-09
WMLP,2.71,2.3,2013-07-05
WMLP,2.76,2.48,2013-06-14
WMLP,3.16,2.7,2013-06-07
WMLP,3.07,2.6,2013-02-22
WMLP,3.7,3.03,2013-02-15
WMLP,5.9,3.69,2013-02-01
WMLP,5.2,4.59,2012-12-14
WMLP,5.84,5.2,2012-12-07
WMLP,5.74,4.79,2012-11-16
WMLP,8.45,5.74,2012-11-09
WMLP,9.76,8.36,2012-11-02
WMLP,8.73,7.24,2012-05-11
WMLP,9.17,7.31,2012-03-16
WMLP,14.15,8.0,2012-03-02
WMLP,16.2,14.28,2012-02-17
WMLP,17.0,15.04,2011-09-30
WMLP,20.72,17.8,2011-08-05
WMLP,22.31,20.06,2011-07-29
TDC,37.09,30.0,2015-08-07
TDC,44.97,39.63,2014-05-09
TDC,52.25,42.64,2013-10-18
TDC,55.59,43.35,2011-08-19
TDC,14.6,12.01,2008-11-14
TDC,16.73,14.67,2008-10-24
TDC,20.26,17.1,2008-10-03
TDC,27.97,24.77,2007-11-09
SQ,47.21,38.22,2017-12-01
SQ,14.9,10.22,2016-05-06
SQ,9.87,8.77,2016-01-29
SQ,11.43,10.27,2016-01-15
SQ,12.75,11.31,2016-01-08
ABC,94.3,80.83,2017-08-04
ABC,80.34,69.14,2016-10-28
ABC,85.19,76.52,2016-05-06
ABC,36.31,18.31,2009-06-19
ABC,35.9,31.76,2009-02-27
ABC,36.14,29.45,2008-10-10
ABC,81.55,41.4,2005-12-30
ABC,63.7,54.0,2004-01-02
ABC,51.97,46.76,2003-03-14
ABC,57.16,51.3,2002-12-20
ABC,71.9,61.0,2002-07-12
ABC,62.3,56.0,2001-11-09
ABC,49.0,42.06,2001-01-19
ABC,50.25,45.12,2001-01-05
ABC,47.62,42.75,2000-12-08
ABC,34.56,30.44,2000-07-14
ABC,14.56,13.0,2000-03-10
ABC,15.75,14.0,2000-02-25
DEO,29.06,24.81,2000-03-10
DEO,34.63,30.94,2000-02-25
SYT,34.04,29.72,2008-11-21
SYT,35.44,28.7,2008-10-17
SYT,44.03,35.53,2008-10-03
SYT,59.56,52.95,2008-07-18
SYT,55.44,48.55,2008-01-18
SYT,11.95,10.66,2002-07-19
OA,87.38,73.63,2016-08-12
OA,138.03,63.42,2015-02-13
OA,151.54,135.47,2014-05-16
OA,88.96,78.97,2010-01-29
OA,85.01,74.96,2008-10-24
OA,88.0,77.72,2008-10-10
OA,63.8,56.92,2002-10-18
OA,103.0,66.64,2002-06-14
OA,98.7,86.4,2001-06-22
OA,98.75,58.5,2000-12-01
RGS,10.9,9.13,2017-05-05
RGS,15.7,13.67,2016-04-29
RGS,19.3199,16.0,2012-10-26
RGS,19.29,16.28,2010-12-17
RGS,20.88,18.68,2010-11-19
RGS,15.52,13.87,2010-07-09
RGS,14.65,12.23,2009-07-10
RGS,18.47,16.39,2009-05-15
RGS,12.56,11.2,2009-01-16
RGS,14.59,12.82,2009-01-09
RGS,11.89,10.01,2008-11-14
RGS,15.67,12.85,2008-10-24
RGS,19.23,15.51,2008-10-17
RGS,25.92,18.15,2008-10-10
RGS,31.66,27.05,2008-08-22
RGS,26.73,24.03,2008-01-11
RGS,41.89,36.15,2005-04-15
RGS,46.5,41.15,2005-01-07
RGS,26.95,23.35,2003-02-07
RGS,27.02,23.79,2002-07-12
RGS,20.95,18.82,2001-09-21
RGS,15.88,11.69,2000-04-28
RGS,17.5,15.06,2000-02-11
DVD,2.2,1.95,2017-10-20
DVD,2.35,2.1,2017-06-23
DVD,1.14,1.01,2011-12-23
DVD,1.32,1.0,2011-11-04
DVD,1.15,1.0199,2011-10-28
DVD,1.75,1.51,2011-08-19
DVD,2.25,2.0,2011-02-25
DVD,2.4,2.14,2010-02-05
DVD,2.28,2.0,2009-12-24
DVD,1.62,1.42,2009-06-26
DVD,1.75,1.56,2009-05-15
DVD,1.88,1.68,2009-04-24
DVD,2.27,1.4,2009-02-27
DVD,2.59,2.31,2009-02-13
DVD,1.35,1.17,2009-01-23
DVD,1.56,1.34,2009-01-16
DVD,1.48,1.08,2008-12-12
DVD,1.73,1.16,2008-11-21
DVD,2.01,1.72,2008-11-14
DVD,3.42,2.05,2008-10-24
DVD,4.82,3.37,2008-10-17
DVD,5.11,4.42,2008-10-10
DVD,4.62,4.14,2008-07-11
DVD,5.9,4.92,2008-06-27
DVD,6.63,5.75,2008-03-20
DVD,6.06,5.37,2006-02-03
DVD,5.59,5.0,2005-02-18
DVD,5.5,4.0,2004-04-30
DVD,4.2,3.77,2003-12-05
DVD,4.44,3.97,2003-08-01
DVD,3.95,3.36,2003-04-25
DVD,3.7,3.3,2003-03-28
DVD,4.07,3.65,2003-02-14
DVD,4.75,4.18,2003-01-10
DVD,5.37,4.12,2002-08-02
DVD,6.75,5.99,2002-05-31
DVD,13.7,12.0,2001-09-21
DVD,13.31,11.5,2000-10-06
DVD,13.75,12.0,2000-04-14
DVD,14.25,12.69,2000-03-03
CRS,38.36,34.48,2016-12-02
CRS,40.57,31.72,2016-10-28
CRS,31.56,28.37,2015-12-18
CRS,52.42,45.87,2011-09-23
CRS,49.45,43.68,2011-08-19
CRS,58.51,48.77,2011-08-05
CRS,36.59,32.53,2010-08-13
CRS,36.31,32.25,2010-07-02
CRS,23.95,21.53,2009-10-23
CRS,19.62,16.87,2009-07-10
CRS,21.74,19.48,2009-05-15
CRS,15.52,13.7,2009-02-27
CRS,15.83,13.23,2008-11-21
CRS,18.3,15.97,2008-11-14
CRS,23.61,18.88,2008-10-10
CRS,27.21,24.4,2008-10-03
CRS,32.42,28.01,2008-09-26
CRS,38.61,34.04,2008-09-05
CRS,54.96,48.02,2008-06-06
CRS,72.22,64.6,2008-01-11
CRS,142.39,70.74,2007-11-16
CRS,147.0,117.0,2007-07-27
CRS,104.45,93.48,2006-07-28
CRS,119.6,107.52,2006-07-14
CRS,121.15,104.16,2006-06-09
CRS,57.6,51.4,2005-06-24
CRS,61.68,54.77,2005-04-15
CRS,50.15,41.25,2004-10-15
CRS,31.97,27.31,2004-04-30
CRS,12.2,10.59,2002-10-11
CRS,15.48,12.25,2002-10-04
CRS,19.45,16.74,2002-09-20
CRS,26.9,20.76,2001-09-21
CRS,38.25,34.13,2000-12-15
AGD,7.13,6.1,2011-08-05
AGD,8.94,6.27,2010-06-25
AGD,9.04,7.99,2010-05-21
AGD,11.01,9.35,2010-05-07
AGD,10.25,9.19,2009-09-25
AGD,8.6,7.45,2009-06-12
AGD,7.44,6.38,2009-04-24
AGD,5.75,4.5,2009-03-06
AGD,7.6,6.18,2009-02-20
AGD,7.45,5.69,2008-11-21
AGD,8.75,7.4199,2008-11-14
AGD,9.5,6.1,2008-10-10
AGD,13.0,10.12,2008-09-12
AGD,16.7,15.03,2008-06-27
AGD,21.5,18.58,2008-01-18
GNW,3.79,3.4,2017-10-27
GNW,3.84,3.43,2017-01-27
GNW,4.95,3.98,2016-10-28
GNW,3.0,2.58,2016-07-01
GNW,3.03,2.67,2016-03-24
GNW,2.12,1.7,2016-02-12
GNW,2.74,2.18,2016-02-05
GNW,3.15,2.48,2016-01-15
GNW,3.66,3.09,2016-01-08
GNW,4.6,3.81,2015-12-11
GNW,5.23,4.59,2015-08-21
GNW,7.01,4.82,2015-08-07
GNW,14.01,8.41,2014-11-07
GNW,16.35,13.07,2014-08-01
GNW,17.78,16.0,2014-04-11
GNW,5.08,4.32,2012-08-03
GNW,5.72,4.88,2012-05-18
GNW,7.72,6.06,2012-04-20
GNW,6.9,6.09,2011-11-18
GNW,5.7,5.13,2011-10-07
GNW,6.0,5.09,2011-09-23
GNW,8.44,6.78,2011-08-05
GNW,13.5,11.33,2010-10-29
GNW,15.25,13.58,2010-07-30
GNW,14.13,12.66,2010-07-02
GNW,16.52,14.53,2010-05-07
GNW,19.08,16.52,2010-04-30
GNW,6.14,5.35,2009-07-10
GNW,1.13,0.84,2009-03-06
GNW,1.69,1.21,2009-02-27
GNW,2.2,1.47,2009-02-20
GNW,2.74,2.33,2009-02-13
GNW,2.96,2.38,2009-01-16
GNW,1.95,0.9,2008-11-21
GNW,3.15,1.47,2008-11-14
GNW,4.78,2.67,2008-11-07
GNW,5.82,5.14,2008-10-24
GNW,7.3,3.5,2008-10-10
GNW,14.75,8.14,2008-09-26
GNW,17.99,15.11,2008-09-12
GNW,24.42,21.86,2008-01-18
GNW,27.73,24.59,2007-12-14
DYN,7.13,6.38,2017-04-21
DYN,9.2,7.74,2016-12-02
DYN,10.89,8.31,2016-11-04
DYN,12.46,10.81,2016-10-28
DYN,13.98,12.47,2016-08-12
DYN,20.82,18.27,2016-06-10
DYN,11.93,8.45,2016-02-12
DYN,13.16,11.32,2016-01-15
DYN,16.05,11.44,2015-12-04
DYN,22.96,20.49,2015-10-23
DYN,24.87,20.67,2015-09-25
DYN,26.19,22.72,2015-08-07
DYN,28.9,24.94,2015-07-24
APU,45.52,40.0,2012-03-16
APU,28.6,24.51,2009-03-06
APU,30.15,23.76,2008-11-21
APU,30.0,19.59,2008-10-10
APU,36.5,31.14,2008-01-18
APU,23.2,20.35,2001-09-21
APU,18.06,16.0,2000-02-11
BP,45.95,40.93,2011-08-05
BP,30.64,27.02,2010-06-25
BP,38.13,33.97,2010-06-11
BP,59.77,52.15,2010-04-30
BP,50.21,43.9,2008-11-14
BP,47.98,42.59,2008-10-24
BP,46.81,40.55,2008-10-10
DMB,14.15,11.78,2013-06-21
OI,15.0,13.09,2016-01-15
OI,17.13,15.02,2016-01-08
OI,21.2,18.75,2015-11-13
OI,31.48,27.95,2014-09-19
OI,17.76,15.9,2011-09-23
OI,23.55,20.33,2011-08-05
OI,26.52,23.17,2011-07-29
OI,29.53,25.58,2011-06-17
OI,35.72,30.45,2010-05-07
OI,36.61,31.88,2009-10-30
OI,13.77,10.13,2009-03-06
OI,21.28,19.0,2009-01-30
OI,24.28,21.35,2009-01-16
OI,19.66,17.01,2008-11-21
OI,24.0,20.16,2008-11-14
OI,22.01,19.58,2008-10-24
OI,24.52,21.4,2008-10-10
OI,29.52,25.51,2008-10-03
OI,36.92,29.04,2008-09-19
OI,44.95,38.35,2008-09-12
OI,48.63,41.95,2008-06-27
OI,40.05,35.74,2007-08-10
OI,16.39,14.73,2006-07-14
OI,22.25,19.15,2006-02-03
OI,15.98,14.28,2004-07-23
OI,14.06,10.97,2003-01-31
OI,13.95,12.36,2002-07-12
OI,16.2,13.74,2002-06-28
OI,17.8,14.05,2002-04-26
OI,4.96,4.03,2001-09-28
OI,5.2,4.5,2001-09-21
OI,7.15,6.0,2001-07-27
OI,7.4,6.6,2001-06-01
OI,8.1,6.95,2001-04-06
OI,8.53,7.25,2001-03-23
OI,9.3,7.91,2001-02-23
OI,3.438,2.938,2000-12-15
OI,3.688,3.188,2000-12-01
OI,5.75,3.75,2000-11-17
OI,7.5,6.25,2000-10-27
OI,9.188,6.938,2000-10-06
OI,11.94,10.13,2000-09-22
OI,13.44,11.81,2000-09-15
OI,13.38,11.44,2000-05-26
LUK,28.19,23.48,2011-09-23
LUK,34.23,29.4,2011-08-05
LUK,21.18,18.89,2010-07-02
LUK,25.54,22.87,2010-05-07
LUK,24.56,19.84,2009-05-15
LUK,13.89,12.24,2009-03-20
LUK,13.9,10.85,2009-03-06
LUK,18.06,15.92,2009-01-30
LUK,21.0,18.9,2008-12-26
LUK,19.69,14.56,2008-11-21
LUK,24.0,19.88,2008-11-14
LUK,26.84,23.81,2008-11-07
LUK,31.27,22.27,2008-10-24
LUK,37.26,31.83,2008-10-10
LUK,42.95,38.41,2008-10-03
LUK,61.31,28.66,2006-06-16
LUK,27.0,24.06,2000-10-06
LC,4.39,3.51,2017-12-08
LC,5.63,4.3,2017-11-10
LC,6.69,5.63,2017-02-17
LC,5.94,5.15,2016-12-02
LC,5.98,5.38,2016-10-14
LC,4.81,4.26,2016-06-10
LC,5.42,3.51,2016-05-13
LC,7.95,7.1,2016-05-06
LC,8.45,7.38,2016-01-29
LC,9.53,7.73,2016-01-15
LC,10.77,9.49,2016-01-08
LC,13.73,11.48,2015-12-18
LC,14.7,12.72,2015-11-13
LC,13.62,12.14,2015-08-21
LC,17.16,15.25,2015-06-26
LC,22.9,20.37,2015-02-27
LC,22.1,19.08,2015-01-23
WK,16.1,14.05,2016-12-02
WK,12.33,10.99,2016-02-12
WK,14.86,12.41,2016-02-05
WK,14.41,12.28,2015-01-30
PHK,9.87,8.75,2017-02-03
PHK,8.9,7.64,2015-12-11
PHK,9.45,7.97,2015-09-04
PHK,14.15,12.51,2012-10-12
PHK,14.84,12.42,2011-06-10
PHK,12.24,10.85,2009-12-31
PHK,9.2,8.07,2009-07-10
PHK,9.5,8.35,2009-06-12
PHK,5.39,3.67,2009-03-06
PHK,6.5,5.55,2009-02-27
PHK,7.46,6.62,2009-02-20
PHK,4.33,3.14,2008-11-21
PHK,4.97,4.41,2008-11-14
PHK,7.14,6.12,2008-10-24
PHK,7.8,5.07,2008-10-10
PHK,9.54,8.01,2008-10-03
PRLB,53.75,44.45,2016-10-28
PRLB,81.0,59.83,2016-04-29
PRLB,68.49,61.58,2015-10-16
PRLB,86.21,73.16,2013-11-22
PRLB,33.81,28.76,2012-06-29
PRLB,36.42,30.32,2012-05-04
EVF,3.54,3.16,2009-03-06
EVF,3.74,3.1,2008-12-12
EVF,4.0,3.48,2008-12-05
EVF,4.3,3.75,2008-11-21
EVF,4.92,4.0,2008-10-10
EVF,8.65,7.47,2001-09-21
CSLT,4.15,3.6,2017-05-19
CSLT,3.65,3.25,2017-01-27
CSLT,5.05,4.3,2017-01-06
CSLT,5.0,4.2,2016-12-02
CSLT,4.44,3.95,2016-07-01
CSLT,3.64,3.27,2016-05-06
CSLT,3.26,2.66,2016-02-12
CSLT,3.99,3.49,2016-01-15
CSLT,4.4,3.88,2015-12-11
CSLT,5.05,3.86,2015-11-06
CSLT,4.54,4.06,2015-10-02
CSLT,5.45,4.6,2015-09-25
CSLT,7.19,6.06,2015-08-07
CSLT,9.71,8.55,2015-06-19
CSLT,9.2,7.16,2015-02-20
CSLT,10.74,8.78,2015-01-16
CSLT,14.29,12.23,2014-08-01
CSLT,16.47,14.3,2014-07-25
CSLT,17.04,15.17,2014-06-20
CSLT,17.23,15.18,2014-05-30
CSLT,15.03,11.54,2014-05-09
CSLT,19.89,14.06,2014-04-25
CSLT,21.13,17.08,2014-04-11
CSLT,29.4,21.42,2014-03-28
CSLT,40.0,29.35,2014-03-21
GRUB,43.4,38.43,2016-10-28
GRUB,25.46,22.8,2016-05-20
GRUB,21.05,18.85,2016-01-29
GRUB,31.0,23.98,2015-10-30
GRUB,28.47,24.89,2015-09-25
GRUB,34.3,30.69,2015-07-02
GRUB,46.14,40.09,2015-05-01
GRUB,43.76,38.44,2014-08-29
GRUB,35.85,31.26,2014-04-25
AKS,6.08,4.22,2017-11-03
AKS,6.21,5.47,2017-07-28
AKS,7.7,6.38,2017-04-13
AKS,8.25,7.16,2017-03-24
AKS,9.0,8.02,2017-02-24
AKS,9.67,8.07,2017-01-27
AKS,6.2,5.03,2016-08-12
AKS,4.98,4.4,2016-06-24
AKS,3.95,3.46,2016-05-13
AKS,4.7,4.09,2016-05-06
AKS,2.33,1.88,2016-01-15
AKS,2.81,2.29,2015-09-25
AKS,3.15,2.76,2015-08-21
AKS,2.9,2.53,2015-07-24
AKS,3.43,3.02,2015-07-10
AKS,4.11,3.55,2015-07-02
AKS,5.29,4.06,2015-01-16
AKS,7.56,6.62,2014-11-07
AKS,7.75,6.12,2014-10-10
AKS,7.0,6.25,2014-01-24
AKS,5.49,3.57,2012-11-16
AKS,6.9,6.18,2012-05-18
AKS,8.45,7.52,2011-12-16
AKS,8.02,7.04,2011-11-25
AKS,8.15,6.76,2011-09-23
AKS,8.93,7.79,2011-08-19
AKS,12.385,9.12,2011-08-05
AKS,15.59,12.15,2011-07-29
AKS,14.99,13.07,2010-08-13
AKS,13.93,11.71,2010-07-02
AKS,19.31,16.75,2010-04-30
AKS,23.36,20.19,2010-01-22
AKS,26.49,23.66,2010-01-15
AKS,19.39,15.87,2009-10-30
AKS,20.99,18.05,2009-10-02
AKS,13.3,11.58,2009-05-15
AKS,7.05,6.18,2009-02-27
AKS,8.69,6.9,2009-02-20
AKS,9.34,8.07,2009-01-30
AKS,10.8,9.63,2009-01-16
