,Ticker,Opening Price,Closing Price,Date,Name
5191,AES,5.42,4.14,2002-07-05,The AES Corporation
5192,AES,6.53,3.9,2002-06-07,The AES Corporation
5193,AES,8.28,6.72,2002-05-10,The AES Corporation
5194,AES,6.5,4.13,2002-02-22,The AES Corporation
5195,AES,10.0,7.0,2002-02-15,The AES Corporation
5196,AES,13.07,10.01,2002-02-08,The AES Corporation
5197,AES,15.7,13.3,2002-02-01,The AES Corporation
5198,AES,24.35,12.82,2001-09-28,The AES Corporation
5199,AES,33.4,29.58,2001-09-07,The AES Corporation
5200,AES,42.7,38.42,2001-07-13,The AES Corporation
5201,AES,49.96,43.97,2001-04-06,The AES Corporation
5202,AES,55.85,47.51,2001-03-16,The AES Corporation
5203,AES,46.25,40.88,2000-06-23,The AES Corporation
5204,AES,85.88,46.0,2000-06-02,The AES Corporation
5205,AES,85.0,73.0,2000-03-10,The AES Corporation
5206,AEO,13.55,10.85,2017-05-19,"American Eagle Outfitters, Inc."
5207,AEO,18.39,16.17,2016-12-02,"American Eagle Outfitters, Inc."
5208,AEO,15.3,13.24,2016-01-08,"American Eagle Outfitters, Inc."
5209,AEO,16.34,14.69,2015-11-13,"American Eagle Outfitters, Inc."
5210,AEO,17.98,15.82,2015-08-21,"American Eagle Outfitters, Inc."
5211,AEO,13.98,11.91,2014-12-05,"American Eagle Outfitters, Inc."
5212,AEO,12.31,11.0,2014-04-11,"American Eagle Outfitters, Inc."
5213,AEO,14.4,12.78,2014-03-14,"American Eagle Outfitters, Inc."
5214,AEO,14.71,12.77,2014-01-24,"American Eagle Outfitters, Inc."
5215,AEO,16.59,14.85,2013-12-06,"American Eagle Outfitters, Inc."
5216,AEO,19.99,16.86,2013-08-09,"American Eagle Outfitters, Inc."
5217,AEO,15.85,13.4,2012-01-06,"American Eagle Outfitters, Inc."
5218,AEO,15.09,13.1,2010-05-28,"American Eagle Outfitters, Inc."
5219,AEO,17.64,15.84,2009-11-06,"American Eagle Outfitters, Inc."
5220,AEO,8.77,7.52,2008-11-21,"American Eagle Outfitters, Inc."
5221,AEO,10.14,8.88,2008-11-14,"American Eagle Outfitters, Inc."
5222,AEO,13.22,10.47,2008-10-10,"American Eagle Outfitters, Inc."
5223,AEO,15.54,13.63,2008-10-03,"American Eagle Outfitters, Inc."
5224,AEO,13.5,12.13,2008-07-11,"American Eagle Outfitters, Inc."
5225,AEO,16.2,13.53,2008-06-27,"American Eagle Outfitters, Inc."
5226,AEO,18.55,16.23,2008-04-11,"American Eagle Outfitters, Inc."
5227,AEO,21.17,16.94,2008-03-07,"American Eagle Outfitters, Inc."
5228,AEO,48.465,30.61,2006-12-22,"American Eagle Outfitters, Inc."
5229,AEO,23.67,21.0,2005-12-02,"American Eagle Outfitters, Inc."
5230,AEO,25.86,22.43,2005-09-23,"American Eagle Outfitters, Inc."
5231,AEO,30.1,26.88,2005-04-15,"American Eagle Outfitters, Inc."
5232,AEO,57.78,28.65,2005-03-11,"American Eagle Outfitters, Inc."
5233,AEO,18.84,16.05,2003-12-05,"American Eagle Outfitters, Inc."
5234,AEO,17.36,15.33,2003-09-26,"American Eagle Outfitters, Inc."
5235,AEO,22.04,17.4,2003-08-08,"American Eagle Outfitters, Inc."
5236,AEO,19.62,15.83,2002-12-06,"American Eagle Outfitters, Inc."
5237,AEO,12.56,10.84,2002-10-04,"American Eagle Outfitters, Inc."
5238,AEO,15.36,12.69,2002-09-27,"American Eagle Outfitters, Inc."
5239,AEO,17.61,15.17,2002-08-02,"American Eagle Outfitters, Inc."
5240,AEO,18.89,16.55,2002-07-19,"American Eagle Outfitters, Inc."
5241,AEO,21.11,18.82,2002-07-12,"American Eagle Outfitters, Inc."
5242,AEO,28.04,24.79,2002-02-01,"American Eagle Outfitters, Inc."
5243,AEO,30.0,26.81,2002-01-11,"American Eagle Outfitters, Inc."
5244,AEO,29.2,26.27,2001-11-16,"American Eagle Outfitters, Inc."
5245,AEO,25.57,22.24,2001-09-07,"American Eagle Outfitters, Inc."
5246,AEO,31.01,25.67,2001-08-24,"American Eagle Outfitters, Inc."
5247,AEO,32.13,28.75,2001-03-30,"American Eagle Outfitters, Inc."
5248,AEO,37.81,32.13,2001-03-02,"American Eagle Outfitters, Inc."
5249,AEO,40.0,33.88,2000-12-15,"American Eagle Outfitters, Inc."
5250,AEO,35.81,31.5,2000-09-29,"American Eagle Outfitters, Inc."
5251,AEO,16.06,14.25,2000-07-28,"American Eagle Outfitters, Inc."
5252,AEO,14.59,12.5,2000-06-16,"American Eagle Outfitters, Inc."
5253,AEO,16.75,14.41,2000-06-09,"American Eagle Outfitters, Inc."
5254,AEO,19.63,16.44,2000-05-19,"American Eagle Outfitters, Inc."
5255,AEO,23.56,17.0,2000-04-28,"American Eagle Outfitters, Inc."
5256,AEO,31.44,25.75,2000-04-14,"American Eagle Outfitters, Inc."
5257,AEO,37.5,31.5,2000-04-07,"American Eagle Outfitters, Inc."
5258,AEO,27.13,20.56,2000-02-18,"American Eagle Outfitters, Inc."
5259,AEO,30.06,27.0,2000-02-11,"American Eagle Outfitters, Inc."
5260,AEO,35.94,29.75,2000-02-04,"American Eagle Outfitters, Inc."
5261,GD,42.94,36.49,2009-03-06,General Dynamics Corporation
5262,GD,51.21,43.82,2009-02-27,General Dynamics Corporation
5263,GD,62.42,55.51,2008-11-14,General Dynamics Corporation
5264,GD,66.97,57.39,2008-10-10,General Dynamics Corporation
5265,GD,74.72,65.5,2003-01-24,General Dynamics Corporation
5266,GD,96.31,80.17,2002-07-19,General Dynamics Corporation
5267,GD,78.19,69.19,2001-01-05,General Dynamics Corporation
5268,GD,46.06,41.44,2000-02-11,General Dynamics Corporation
5269,XNY,1.33,1.17,2016-12-23,China Xiniya Fashion Limited
5270,XNY,1.56,1.37,2016-12-02,China Xiniya Fashion Limited
5271,XNY,1.47,1.25,2016-11-04,China Xiniya Fashion Limited
5272,XNY,1.82,1.6201,2016-10-07,China Xiniya Fashion Limited
5273,XNY,1.68,1.5,2016-09-23,China Xiniya Fashion Limited
5274,XNY,1.4674,1.32,2016-08-26,China Xiniya Fashion Limited
5275,XNY,1.69,1.47,2016-08-19,China Xiniya Fashion Limited
5276,XNY,1.2001,1.05,2016-06-24,China Xiniya Fashion Limited
5277,XNY,1.4,1.2,2016-04-08,China Xiniya Fashion Limited
5278,XNY,1.6098,1.41,2016-01-15,China Xiniya Fashion Limited
5279,XNY,2.07,1.85,2015-07-02,China Xiniya Fashion Limited
5280,XNY,2.15,1.8801,2015-01-09,China Xiniya Fashion Limited
5281,XNY,0.68,0.61,2014-10-03,China Xiniya Fashion Limited
5282,XNY,0.9799,0.88,2014-07-25,China Xiniya Fashion Limited
5283,XNY,1.44,1.27,2013-11-08,China Xiniya Fashion Limited
5284,XNY,1.7,1.43,2013-10-25,China Xiniya Fashion Limited
5285,XNY,1.09,0.9599,2013-06-28,China Xiniya Fashion Limited
5286,XNY,1.34,1.18,2013-04-19,China Xiniya Fashion Limited
5287,XNY,1.49,1.34,2013-04-05,China Xiniya Fashion Limited
5288,XNY,1.38,1.13,2012-07-20,China Xiniya Fashion Limited
5289,XNY,1.55,1.25,2012-06-15,China Xiniya Fashion Limited
5290,XNY,2.17,1.5,2011-09-23,China Xiniya Fashion Limited
5291,XNY,2.71,2.38,2011-08-19,China Xiniya Fashion Limited
5292,XNY,3.4,2.86,2011-06-17,China Xiniya Fashion Limited
5293,XNY,4.04,3.47,2011-06-03,China Xiniya Fashion Limited
5294,XNY,4.05,3.55,2011-05-06,China Xiniya Fashion Limited
5295,XNY,6.03,5.15,2011-02-11,China Xiniya Fashion Limited
5296,XNY,7.81,5.8,2011-01-28,China Xiniya Fashion Limited
5297,XNY,10.05,7.9,2011-01-07,China Xiniya Fashion Limited
5298,FUN,29.25,26.11,2012-05-18,"Cedar Fair, L.P."
5299,FUN,19.34,17.27,2011-08-19,"Cedar Fair, L.P."
5300,FUN,20.13,17.3,2011-08-05,"Cedar Fair, L.P."
5301,FUN,9.93,6.85,2009-11-06,"Cedar Fair, L.P."
5302,FUN,11.1,9.73,2009-09-04,"Cedar Fair, L.P."
5303,FUN,12.25,10.94,2009-05-22,"Cedar Fair, L.P."
5304,FUN,7.55,6.0,2009-03-06,"Cedar Fair, L.P."
5305,FUN,9.29,8.2,2009-02-20,"Cedar Fair, L.P."
5306,FUN,12.5,10.73,2009-01-30,"Cedar Fair, L.P."
5307,FUN,13.65,11.91,2009-01-23,"Cedar Fair, L.P."
5308,FUN,14.48,12.01,2008-11-21,"Cedar Fair, L.P."
5309,FUN,17.49,13.6,2008-11-14,"Cedar Fair, L.P."
5310,FUN,18.27,13.89,2008-10-10,"Cedar Fair, L.P."
5311,FUN,22.35,19.09,2001-08-03,"Cedar Fair, L.P."
5312,OBE,0.96,0.85,2017-08-18,Obsidian Energy Ltd.
5313,OBE,1.13,0.98,2017-08-11,Obsidian Energy Ltd.
5314,OBE,1.27,1.1,2017-07-07,Obsidian Energy Ltd.
5315,OBE,1.89,1.69,2016-12-16,Obsidian Energy Ltd.
5316,OBE,0.826,0.69,2016-05-20,Obsidian Energy Ltd.
5317,OBE,1.14,0.8906,2016-05-06,Obsidian Energy Ltd.
5318,OBE,1.21,1.04,2016-03-11,Obsidian Energy Ltd.
5319,OBE,0.69,0.61,2016-01-15,Obsidian Energy Ltd.
5320,OBE,0.8639,0.6981,2016-01-08,Obsidian Energy Ltd.
5321,OBE,1.14,0.968,2015-11-20,Obsidian Energy Ltd.
5322,OBE,0.648,0.52,2015-09-11,Obsidian Energy Ltd.
5323,OBE,0.77,0.6418,2015-09-04,Obsidian Energy Ltd.
5324,OBE,0.87,0.7275,2015-08-21,Obsidian Energy Ltd.
5325,OBE,1.15,0.89,2015-08-14,Obsidian Energy Ltd.
5326,OBE,1.33,1.14,2015-08-07,Obsidian Energy Ltd.
5327,OBE,2.43,2.17,2015-05-08,Obsidian Energy Ltd.
5328,OBE,1.72,1.42,2015-03-13,Obsidian Energy Ltd.
5329,OBE,2.0,1.75,2015-03-06,Obsidian Energy Ltd.
5330,OBE,1.76,1.53,2015-01-23,Obsidian Energy Ltd.
5331,OBE,2.06,1.82,2015-01-09,Obsidian Energy Ltd.
5332,OBE,2.88,2.15,2014-12-12,Obsidian Energy Ltd.
5333,OBE,3.46,2.91,2014-12-05,Obsidian Energy Ltd.
5334,OBE,4.66,3.53,2014-11-28,Obsidian Energy Ltd.
5335,OBE,6.07,5.19,2014-10-10,Obsidian Energy Ltd.
5336,OBE,6.8,6.02,2014-10-03,Obsidian Energy Ltd.
5337,OBE,9.1,7.58,2014-08-01,Obsidian Energy Ltd.
5338,OBE,8.4,7.37,2014-01-24,Obsidian Energy Ltd.
5339,OBE,11.0,8.69,2013-11-08,Obsidian Energy Ltd.
5340,OBE,9.83,8.68,2013-04-19,Obsidian Energy Ltd.
5341,OBE,12.1,10.7,2012-11-09,Obsidian Energy Ltd.
5342,OBE,17.89,15.79,2011-09-23,Obsidian Energy Ltd.
5343,OBE,20.07,17.76,2011-08-19,Obsidian Energy Ltd.
5344,OBE,22.53,19.56,2011-08-05,Obsidian Energy Ltd.
5345,OBE,20.17,17.84,2010-05-07,Obsidian Energy Ltd.
5346,OBE,12.95,11.45,2009-05-15,Obsidian Energy Ltd.
5347,OBE,8.57,7.23,2009-03-06,Obsidian Energy Ltd.
5348,OBE,10.69,9.57,2009-02-20,Obsidian Energy Ltd.
5349,OBE,12.63,11.3,2009-01-30,Obsidian Energy Ltd.
5350,OBE,13.84,10.49,2008-12-05,Obsidian Energy Ltd.
5351,OBE,15.5,12.83,2008-11-21,Obsidian Energy Ltd.
5352,OBE,17.55,15.74,2008-11-14,Obsidian Energy Ltd.
5353,OBE,17.59,15.63,2008-10-24,Obsidian Energy Ltd.
5354,OBE,19.81,14.77,2008-10-10,Obsidian Energy Ltd.
5355,OBE,24.62,21.12,2008-10-03,Obsidian Energy Ltd.
5356,OBE,38.19,31.3,2006-11-03,Obsidian Energy Ltd.
5357,CCS,17.44,15.17,2016-01-08,"Century Communities, Inc."
5358,HRC,53.73,48.35,2016-04-29,Hill-Rom Holdings Inc
5359,HRC,43.7,37.38,2014-01-24,Hill-Rom Holdings Inc
5360,HRC,30.89,26.51,2012-07-27,Hill-Rom Holdings Inc
5361,HRC,33.9,30.09,2012-01-13,Hill-Rom Holdings Inc
5362,HRC,37.41,31.85,2011-08-05,Hill-Rom Holdings Inc
5363,HRC,46.21,37.29,2011-07-29,Hill-Rom Holdings Inc
5364,HRC,11.46,9.82,2009-02-27,Hill-Rom Holdings Inc
5365,HRC,16.9,14.44,2009-01-09,Hill-Rom Holdings Inc
5366,HRC,20.59,16.58,2008-12-19,Hill-Rom Holdings Inc
5367,HRC,23.1,18.62,2008-11-21,Hill-Rom Holdings Inc
5368,HRC,27.75,21.35,2008-10-10,Hill-Rom Holdings Inc
5369,HRC,48.83,26.61,2008-04-04,Hill-Rom Holdings Inc
5370,HRC,67.4,56.1,2004-05-07,Hill-Rom Holdings Inc
5371,HRC,33.75,30.13,2000-04-07,Hill-Rom Holdings Inc
5372,HRC,34.75,31.25,2000-02-11,Hill-Rom Holdings Inc
5373,BRO,24.25,21.8,2011-07-22,"Brown & Brown, Inc."
5374,BRO,20.25,17.93,2008-11-21,"Brown & Brown, Inc."
5375,BRO,21.14,18.86,2008-10-10,"Brown & Brown, Inc."
5376,BRO,35.15,31.23,2006-04-28,"Brown & Brown, Inc."
5377,BRO,58.34,29.81,2005-12-02,"Brown & Brown, Inc."
5378,BRO,31.14,27.28,2002-07-12,"Brown & Brown, Inc."
5379,BRO,35.1,31.38,2002-03-08,"Brown & Brown, Inc."
5380,BRO,27.76,24.87,2001-12-14,"Brown & Brown, Inc."
5381,BRO,59.6,30.4,2001-11-23,"Brown & Brown, Inc."
5382,BRO,34.0,30.5,2000-11-10,"Brown & Brown, Inc."
5383,BRO,52.69,27.5,2000-08-25,"Brown & Brown, Inc."
5384,BRO,35.13,31.25,2000-02-25,"Brown & Brown, Inc."
5385,BRO,37.5,33.5,2000-01-28,"Brown & Brown, Inc."
5386,SAIC,74.12,61.06,2017-09-08,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
5387,SAIC,85.15,74.4,2017-03-31,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
5388,SAIC,48.82,42.35,2015-09-04,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
5389,ICD,3.35,2.94,2017-10-27,"Independence Contract Drilling, Inc."
5390,ICD,4.17,3.62,2017-10-13,"Independence Contract Drilling, Inc."
5391,ICD,3.93,3.36,2017-07-07,"Independence Contract Drilling, Inc."
5392,ICD,3.83,3.39,2017-06-23,"Independence Contract Drilling, Inc."
5393,ICD,4.43,3.98,2017-05-26,"Independence Contract Drilling, Inc."
5394,ICD,4.49,3.98,2016-11-04,"Independence Contract Drilling, Inc."
5395,ICD,5.79,4.48,2016-10-28,"Independence Contract Drilling, Inc."
5396,ICD,4.47,3.92,2016-04-22,"Independence Contract Drilling, Inc."
5397,ICD,4.01,3.46,2016-02-12,"Independence Contract Drilling, Inc."
5398,ICD,5.04,4.12,2016-01-08,"Independence Contract Drilling, Inc."
5399,ICD,5.94,5.05,2015-12-31,"Independence Contract Drilling, Inc."
5400,ICD,7.55,6.44,2015-11-13,"Independence Contract Drilling, Inc."
5401,ICD,6.52,5.5,2015-09-25,"Independence Contract Drilling, Inc."
5402,ICD,7.29,6.4,2015-08-07,"Independence Contract Drilling, Inc."
5403,ICD,9.2,8.25,2015-07-02,"Independence Contract Drilling, Inc."
5404,ICD,5.14,4.59,2015-01-09,"Independence Contract Drilling, Inc."
5405,ICD,6.87,5.69,2014-12-12,"Independence Contract Drilling, Inc."
5406,ICD,7.83,6.9,2014-11-28,"Independence Contract Drilling, Inc."
5407,ICD,11.54,8.66,2014-10-10,"Independence Contract Drilling, Inc."
5408,FHY,5.38,4.63,2009-06-26,First Trust Strategic High Income Fund II
5409,FHY,5.95,5.28,2009-05-15,First Trust Strategic High Income Fund II
5410,FHY,5.5,4.24,2009-03-06,First Trust Strategic High Income Fund II
5411,FHY,7.02,5.56,2009-02-20,First Trust Strategic High Income Fund II
5412,FHY,6.0,4.72,2008-11-21,First Trust Strategic High Income Fund II
5413,FHY,6.76,5.9,2008-11-14,First Trust Strategic High Income Fund II
5414,FHY,6.95,4.75,2008-10-10,First Trust Strategic High Income Fund II
5415,FHY,9.32,6.9,2008-09-19,First Trust Strategic High Income Fund II
5416,FHY,13.45,12.01,2008-06-13,First Trust Strategic High Income Fund II
5417,FHY,17.2,15.01,2007-08-10,First Trust Strategic High Income Fund II
5418,CHL,54.96,48.21,2009-01-09,China Mobile (Hong Kong) Ltd.
5419,CHL,45.25,36.5,2008-10-24,China Mobile (Hong Kong) Ltd.
5420,CHL,17.25,15.47,2005-01-07,China Mobile (Hong Kong) Ltd.
5421,CHL,18.1,15.49,2002-01-11,China Mobile (Hong Kong) Ltd.
5422,CHL,15.35,13.19,2001-09-07,China Mobile (Hong Kong) Ltd.
5423,CHL,20.65,17.65,2001-08-17,China Mobile (Hong Kong) Ltd.
5424,CHL,24.27,21.45,2001-03-23,China Mobile (Hong Kong) Ltd.
5425,CHL,27.1,22.51,2001-03-02,China Mobile (Hong Kong) Ltd.
5426,CHL,32.25,27.62,2000-11-24,China Mobile (Hong Kong) Ltd.
5427,CHL,176.0,46.44,2000-07-07,China Mobile (Hong Kong) Ltd.
5428,CHL,143.5,126.62,2000-05-19,China Mobile (Hong Kong) Ltd.
5429,CHL,172.06,140.0,2000-04-14,China Mobile (Hong Kong) Ltd.
5430,CHL,169.5,150.25,2000-02-18,China Mobile (Hong Kong) Ltd.
5431,ZX,1.51,1.33,2018-01-12,China Zenix Auto International Limited
5432,ZX,1.5,1.3,2017-12-08,China Zenix Auto International Limited
5433,ZX,1.5,1.34,2017-09-01,China Zenix Auto International Limited
5434,ZX,1.7,1.5,2017-08-25,China Zenix Auto International Limited
5435,ZX,1.6,1.3599,2017-01-27,China Zenix Auto International Limited
5436,ZX,1.38,1.1989,2016-12-30,China Zenix Auto International Limited
5437,ZX,0.9499,0.7942,2016-07-01,China Zenix Auto International Limited
5438,ZX,0.95,0.78,2016-06-03,China Zenix Auto International Limited
5439,ZX,0.5765,0.5001,2016-02-12,China Zenix Auto International Limited
5440,ZX,0.7501,0.61,2016-01-15,China Zenix Auto International Limited
5441,ZX,0.76,0.6809999999999999,2015-12-04,China Zenix Auto International Limited
5442,ZX,0.87,0.78,2015-11-20,China Zenix Auto International Limited
5443,ZX,1.05,0.94,2015-08-14,China Zenix Auto International Limited
5444,ZX,0.93,0.8,2015-07-24,China Zenix Auto International Limited
5445,ZX,1.1101,0.88,2015-07-10,China Zenix Auto International Limited
5446,ZX,1.42,1.23,2015-06-05,China Zenix Auto International Limited
5447,ZX,1.38,1.2,2015-05-08,China Zenix Auto International Limited
5448,ZX,1.36,1.18,2015-03-27,China Zenix Auto International Limited
5449,ZX,1.27,1.14,2015-01-16,China Zenix Auto International Limited
5450,ZX,1.33,1.09,2014-12-12,China Zenix Auto International Limited
5451,ZX,1.48,1.21,2014-11-14,China Zenix Auto International Limited
5452,ZX,1.96,1.74,2014-09-19,China Zenix Auto International Limited
5453,ZX,2.5,2.22,2014-08-01,China Zenix Auto International Limited
5454,ZX,3.02,2.53,2014-03-14,China Zenix Auto International Limited
5455,ZX,2.51,2.22,2013-12-06,China Zenix Auto International Limited
5456,ZX,3.67,2.48,2013-11-29,China Zenix Auto International Limited
5457,ZX,3.36,2.97,2013-08-16,China Zenix Auto International Limited
5458,ZX,2.89,2.58,2013-05-31,China Zenix Auto International Limited
5459,ZX,3.42,3.07,2013-03-08,China Zenix Auto International Limited
5460,ZX,2.99,2.69,2012-11-30,China Zenix Auto International Limited
5461,ZX,3.04,2.45,2012-06-15,China Zenix Auto International Limited
5462,ZX,3.5,2.92,2011-12-16,China Zenix Auto International Limited
5463,ZX,5.2,4.39,2011-10-07,China Zenix Auto International Limited
5464,ZX,5.44,4.85,2011-08-26,China Zenix Auto International Limited
5465,ZX,6.09,4.73,2011-06-03,China Zenix Auto International Limited
5466,FBC,20.4,18.31,2014-04-25,"Flagstar Bancorp, Inc."
5467,FBC,0.76,0.68,2012-01-27,"Flagstar Bancorp, Inc."
5468,FBC,0.5898,0.505,2011-12-30,"Flagstar Bancorp, Inc."
5469,FBC,0.58,0.4551,2011-12-16,"Flagstar Bancorp, Inc."
5470,FBC,0.7,0.58,2011-11-25,"Flagstar Bancorp, Inc."
5471,FBC,0.56,0.49,2011-09-23,"Flagstar Bancorp, Inc."
5472,FBC,0.75,0.63,2011-08-05,"Flagstar Bancorp, Inc."
5473,FBC,1.23,0.7301,2011-07-29,"Flagstar Bancorp, Inc."
5474,FBC,2.49,1.27,2010-10-29,"Flagstar Bancorp, Inc."
5475,FBC,2.61,1.92,2010-09-17,"Flagstar Bancorp, Inc."
5476,FBC,3.05,2.74,2010-08-13,"Flagstar Bancorp, Inc."
5477,FBC,4.14,3.06,2010-07-02,"Flagstar Bancorp, Inc."
5478,FBC,4.22,3.73,2010-06-11,"Flagstar Bancorp, Inc."
5479,FBC,4.94,4.28,2010-06-04,"Flagstar Bancorp, Inc."
5480,FBC,0.5708,0.4396,2010-05-21,"Flagstar Bancorp, Inc."
5481,FBC,0.635,0.54,2010-05-07,"Flagstar Bancorp, Inc."
5482,FBC,0.82,0.635,2010-04-30,"Flagstar Bancorp, Inc."
5483,FBC,0.909,0.57,2010-03-26,"Flagstar Bancorp, Inc."
5484,FBC,0.6799,0.61,2010-02-05,"Flagstar Bancorp, Inc."
5485,FBC,0.64,0.57,2009-12-18,"Flagstar Bancorp, Inc."
5486,FBC,0.75,0.65,2009-11-27,"Flagstar Bancorp, Inc."
5487,FBC,0.91,0.77,2009-11-06,"Flagstar Bancorp, Inc."
5488,FBC,1.1,0.9,2009-10-30,"Flagstar Bancorp, Inc."
5489,FBC,0.77,0.69,2009-07-02,"Flagstar Bancorp, Inc."
5490,FBC,0.88,0.75,2009-06-19,"Flagstar Bancorp, Inc."
5491,FBC,1.17,0.95,2009-05-29,"Flagstar Bancorp, Inc."
5492,FBC,1.9,1.27,2009-05-15,"Flagstar Bancorp, Inc."
5493,FBC,0.75,0.62,2009-03-06,"Flagstar Bancorp, Inc."
5494,FBC,0.85,0.74,2009-02-13,"Flagstar Bancorp, Inc."
5495,FBC,0.8,0.6,2009-01-30,"Flagstar Bancorp, Inc."
5496,FBC,1.08,0.86,2009-01-09,"Flagstar Bancorp, Inc."
5497,FBC,0.85,0.75,2008-12-26,"Flagstar Bancorp, Inc."
5498,FBC,0.66,0.59,2008-12-12,"Flagstar Bancorp, Inc."
5499,FBC,0.73,0.63,2008-12-05,"Flagstar Bancorp, Inc."
5500,FBC,0.6,0.5,2008-11-21,"Flagstar Bancorp, Inc."
5501,FBC,1.3,0.59,2008-11-14,"Flagstar Bancorp, Inc."
5502,FBC,1.89,1.24,2008-11-07,"Flagstar Bancorp, Inc."
5503,FBC,2.16,1.77,2008-10-24,"Flagstar Bancorp, Inc."
5504,FBC,2.45,2.11,2008-10-17,"Flagstar Bancorp, Inc."
5505,FBC,2.8,2.4,2008-10-10,"Flagstar Bancorp, Inc."
5506,FBC,4.01,2.96,2008-10-03,"Flagstar Bancorp, Inc."
5507,FBC,4.72,4.14,2008-09-26,"Flagstar Bancorp, Inc."
5508,FBC,4.55,4.05,2008-09-05,"Flagstar Bancorp, Inc."
5509,FBC,3.93,3.21,2008-06-20,"Flagstar Bancorp, Inc."
5510,FBC,4.79,3.95,2008-06-13,"Flagstar Bancorp, Inc."
5511,FBC,5.1,4.56,2008-05-23,"Flagstar Bancorp, Inc."
5512,FBC,5.87,4.85,2008-05-16,"Flagstar Bancorp, Inc."
5513,FBC,7.34,6.41,2008-04-11,"Flagstar Bancorp, Inc."
5514,FBC,7.8,7.0,2008-03-28,"Flagstar Bancorp, Inc."
5515,FBC,7.12,6.0,2008-03-07,"Flagstar Bancorp, Inc."
5516,FBC,6.81,6.01,2008-01-04,"Flagstar Bancorp, Inc."
5517,FBC,8.25,6.07,2007-11-02,"Flagstar Bancorp, Inc."
5518,FBC,9.23,7.96,2007-10-19,"Flagstar Bancorp, Inc."
5519,FBC,12.75,9.73,2007-09-28,"Flagstar Bancorp, Inc."
5520,FBC,11.21,9.98,2007-08-03,"Flagstar Bancorp, Inc."
5521,FBC,15.59,14.01,2006-07-21,"Flagstar Bancorp, Inc."
5522,FBC,15.65,14.07,2005-10-14,"Flagstar Bancorp, Inc."
5523,FBC,26.41,22.9,2003-07-11,"Flagstar Bancorp, Inc."
5524,FBC,36.85,17.25,2003-05-16,"Flagstar Bancorp, Inc."
5525,FBC,23.45,20.69,2002-09-13,"Flagstar Bancorp, Inc."
5526,FBC,21.35,18.5,2002-07-19,"Flagstar Bancorp, Inc."
5527,FBC,25.73,23.1,2002-06-28,"Flagstar Bancorp, Inc."
5528,FBC,22.0,19.7,2002-02-01,"Flagstar Bancorp, Inc."
5529,FBC,21.0,18.8,2001-09-21,"Flagstar Bancorp, Inc."
5530,FBC,23.75,21.13,2001-01-05,"Flagstar Bancorp, Inc."
5531,FBC,10.44,8.75,2000-06-09,"Flagstar Bancorp, Inc."
5532,BX,28.63,25.5,2016-01-08,The Blackstone Group L.P.
5533,BX,38.6,33.95,2015-08-21,The Blackstone Group L.P.
5534,BX,13.52,12.07,2011-09-23,The Blackstone Group L.P.
5535,BX,13.15,11.64,2011-08-19,The Blackstone Group L.P.
5536,BX,16.98,13.6,2011-08-05,The Blackstone Group L.P.
5537,BX,12.35,11.07,2010-05-21,The Blackstone Group L.P.
5538,BX,14.01,12.17,2010-05-07,The Blackstone Group L.P.
5539,BX,15.25,13.42,2009-11-27,The Blackstone Group L.P.
5540,BX,15.94,13.42,2009-10-30,The Blackstone Group L.P.
5541,BX,10.71,8.73,2009-07-10,The Blackstone Group L.P.
5542,BX,13.35,11.52,2009-05-15,The Blackstone Group L.P.
5543,BX,4.74,3.96,2009-02-20,The Blackstone Group L.P.
5544,BX,5.19,4.51,2009-01-23,The Blackstone Group L.P.
5545,BX,7.26,5.2,2009-01-16,The Blackstone Group L.P.
5546,BX,6.54,4.65,2008-11-21,The Blackstone Group L.P.
5547,BX,7.6,6.5,2008-11-14,The Blackstone Group L.P.
5548,BX,9.17,7.51,2008-11-07,The Blackstone Group L.P.
5549,BX,11.17,7.89,2008-10-24,The Blackstone Group L.P.
5550,BX,14.56,7.99,2008-10-10,The Blackstone Group L.P.
5551,BX,16.24,14.58,2008-03-07,The Blackstone Group L.P.
5552,BX,20.75,18.67,2008-01-18,The Blackstone Group L.P.
5553,BX,27.26,24.08,2007-08-17,The Blackstone Group L.P.
5554,BX,29.85,25.95,2007-07-20,The Blackstone Group L.P.
5555,BX,35.5,29.27,2007-06-29,The Blackstone Group L.P.
5556,NVS,41.61,36.25,2009-02-27,Novartis AG
5557,NVS,52.57,43.85,2008-10-10,Novartis AG
5558,NVS,40.45,34.1,2002-07-19,Novartis AG
5559,NVS,69.56,36.81,2000-05-12,Novartis AG
5560,SDR,1.08,0.9149,2017-12-15,SandRidge Mississippian Trust II
5561,SDR,1.76,1.5,2017-02-10,SandRidge Mississippian Trust II
5562,SDR,1.86,1.62,2016-07-29,SandRidge Mississippian Trust II
5563,SDR,2.09,1.48,2016-05-20,SandRidge Mississippian Trust II
5564,SDR,2.28,2.05,2016-05-13,SandRidge Mississippian Trust II
5565,SDR,2.7,2.41,2016-04-29,SandRidge Mississippian Trust II
5566,SDR,1.67,1.47,2016-02-19,SandRidge Mississippian Trust II
5567,SDR,1.88,1.63,2016-02-12,SandRidge Mississippian Trust II
5568,SDR,1.76,1.47,2016-01-15,SandRidge Mississippian Trust II
